Author,File Name,Number of Edits,Author Edits/Commits on the file 
kohsuke,core/src/main/java/hudson/model/Node.java,87,17
kohsuke,core/src/main/java/hudson/node_monitors/NodeMonitor.java,87,11
kohsuke,core/src/main/java/hudson/org/apache/tools/ant/taskdefs/cvslib/CVSEntry.java,87,3
kohsuke,core/src/main/java/hudson/security/ACL.java,87,7
kohsuke,remoting/src/main/java/hudson/remoting/PingThread.java,87,1
kohsuke,war/resources/scripts/yui/event-min.js,87,3
kohsuke,core/src/main/java/hudson/maven/MavenJob.java,86,7
kohsuke,core/src/main/java/hudson/model/StreamBuildListener.java,86,4
kohsuke,core/src/main/java/hudson/model/TaskAction.java,86,4
kohsuke,core/src/main/resources/lib/form/repeatable.jelly,86,17
kohsuke,remoting/src/test/java/hudson/remoting/SimpleTest.java,86,5
kohsuke,test/src/test/java/hudson/model/AbstractProjectTest.java,86,5
stephenconnolly,war/pom.xml,86,1
jbq,core/src/main/java/hudson/scm/SubversionSCM.java,85,10
kohsuke,core/src/main/java/hudson/slaves/RetentionStrategy.java,85,4
kohsuke,core/src/main/java/hudson/matrix/MatrixAggregator.java,84,1
kohsuke,core/src/main/java/hudson/model/listeners/SCMListener.java,84,5
kohsuke,core/src/main/resources/hudson/model/Project/main.jelly,84,5
kohsuke,core/src/main/java/hudson/tasks/CommandInterpreter.java,83,8
kohsuke,core/src/main/java/hudson/slaves/SlaveAvailabilityStrategy.java,82,3
redsolo,core/src/main/java/hudson/model/Hudson.java,82,2
kohsuke,core/src/main/java/hudson/api/Parser.java,81,3
kohsuke,core/src/main/java/hudson/util/LineEndNormalizingWriter.java,81,2
oguzdag,core/src/main/resources/hudson/model/Messages_tr.properties,81,5
bagrehc,core/src/main/resources/hudson/model/Messages_pt_BR.properties,80,2
jazzjack,core/src/main/resources/hudson/model/Messages_ru.properties,80,2
kohsuke,core/src/main/java/hudson/triggers/TimerTrigger.java,80,7
kohsuke,core/src/main/java/hudson/util/QueueTaskFilter.java,80,1
kohsuke,core/src/main/java/hudson/util/spring/ClosureScript.java,80,2
kohsuke,core/src/main/resources/hudson/scm/SubversionTagAction/tagForm.jelly,80,9
sorokh,core/src/main/resources/hudson/model/Messages_nl.properties,80,2
kohsuke,core/src/main/java/hudson/model/ComputerSet.java,79,11
kohsuke,core/src/main/java/hudson/model/SlaveAvailabilityStrategy.java,79,4
kohsuke,core/src/main/java/hudson/tasks/Publisher.java,79,5
kohsuke,core/src/main/resources/lib/form/hetero-list.jelly,79,16
kohsuke,jnlp-agent/src/main/java/hudson/jnlp/GUI.java,79,1
kohsuke,remoting/src/main/java/hudson/remoting/RemoteInputStream.java,79,2
kohsuke,test/src/main/java/org/jvnet/hudson/test/WarExploder.java,79,6
kohsuke,war/resources/scripts/yui/base/base.css,79,2
stephenconnolly,core/src/main/java/hudson/model/SlaveAvailabilityStrategy.java,79,2
kohsuke,core/src/main/java/hudson/security/ProjectMatrixAuthorizationStrategy.java,78,5
kohsuke,core/src/main/java/hudson/util/VariableResolver.java,78,4
kohsuke,war/images/headless.svg,78,1
kohsuke,core/src/main/java/hudson/model/Action.java,77,12
kohsuke,core/src/main/java/hudson/model/listeners/JobListener.java,77,7
kohsuke,core/src/main/java/hudson/org/apache/tools/ant/taskdefs/cvslib/RCSFile.java,77,2
kohsuke,core/src/main/java/hudson/scm/browsers/ViewSVN.java,77,14
kohsuke,war/resources/WEB-INF/web.xml,77,8
kohsuke,war/resources/scripts/yui/tabview/assets/skin-sam.css,77,2
lucamilanesio,core/src/main/java/hudson/scm/SubversionSCM.java,77,2
kohsuke,core/src/main/java/hudson/AbstractMarkupText.java,76,1
kohsuke,core/src/main/java/hudson/util/PluginServletFilter.java,76,4
kohsuke,test/src/main/java/org/jvnet/hudson/test/TemporaryDirectoryAllocator.java,76,1
stephenconnolly,core/src/main/java/hudson/slaves/SlaveComputer.java,76,7
kohsuke,core/src/main/java/hudson/util/AtomicFileWriter.java,75,3
kohsuke,core/src/main/resources/hudson/model/Job/buildHistoryEntries.jelly,75,6
kohsuke,lib/org.kohsuke.stapler/poms/stapler-1.5.pom,75,2
kohsuke,war/resources/scripts/yui/animation-min.js,75,2
kohsuke,war/resources/scripts/yui/tabview/assets/tabview.css,75,2
dvrzalik,core/src/main/resources/hudson/tasks/test/MatrixTestResult/index.jelly,74,2
kohsuke,jnlp-agent/pom.xml,74,372
kohsuke,war/resources/scripts/utilities.js,74,1
frizbog,core/src/main/java/hudson/model/Job.java,73,1
kohsuke,core/src/main/java/hudson/scm/AbstractScmTagAction.java,73,10
kohsuke,core/src/main/java/hudson/scm/ChangeLogAnnotator.java,73,2
kohsuke,core/src/main/java/hudson/search/SearchIndexBuilder.java,73,4
kohsuke,maven-agent/src/test/java/hudson/maven/agent/LaunchTest.java,73,6
stephenconnolly,core/pom.xml,73,1
kohsuke,core/src/main/java/hudson/security/ContainerAuthentication.java,72,5
kohsuke,core/src/main/java/hudson/tasks/UserNameResolver.java,72,2
kohsuke,core/src/main/java/hudson/util/TextFile.java,72,5
kohsuke,core/src/main/resources/hudson/model/Hudson/manage.jelly,72,13
kohsuke,war/src/launcher/java/MainDialog.java,72,2
kohsuke,core/src/main/java/hudson/model/Actionable.java,71,13
kohsuke,core/src/main/java/hudson/scm/RepositoryBrowser.java,71,5
kohsuke,core/src/main/java/hudson/security/SidACL.java,71,4
kohsuke,test/src/main/preset-data/svn-repo/hooks/pre-commit.tmpl,71,1
kohsuke,core/src/main/java/hudson/model/BuildAuthorizationToken.java,70,7
kohsuke,core/src/main/java/hudson/scm/browsers/ViewCVS.java,70,17
kohsuke,core/src/main/java/hudson/search/SuggestedItem.java,70,6
kohsuke,core/src/main/java/hudson/tasks/BuildStepCompatibilityLayer.java,70,1
kohsuke,core/src/main/resources/hudson/model/Hudson/projectRelationship.jelly,70,5
kohsuke,remoting/src/main/java/hudson/remoting/LocalChannel.java,70,2
kohsuke,remoting/src/test/java/hudson/remoting/DummyClassLoader.java,70,3
kohsuke,test/src/test/java/hudson/scm/SubversionSCMTest.java,70,3
kohsuke,war/resources/scripts/yui/treeview-min.js,70,2
kohsuke,core/src/main/java/hudson/maven/TransferListenerImpl.java,69,1
kohsuke,core/src/main/java/hudson/scheduler/BaseParser.java,69,2
kohsuke,core/src/main/resources/hudson/model/Job/buildHistory.jelly,69,12
kohsuke,core/src/main/java/hudson/maven/reporters/MavenMailer.java,68,6
kohsuke,core/src/main/java/hudson/model/PageDecorator.java,68,2
kohsuke,core/src/main/java/hudson/scm/RepositoryBrowsers.java,68,12
kohsuke,core/src/main/java/hudson/security/SparseACL.java,68,5
kohsuke,ips/hudson.xml,68,4
kohsuke,maven-agent/pom.xml,68,371
redsolo,test/src/test/java/hudson/model/JobPropertyTest.java,68,1
jglick,core/src/main/java/hudson/scm/CVSSCM.java,67,10
kohsuke,core/src/main/java/hudson/model/RSS.java,67,5
kohsuke,core/src/main/java/hudson/org/apache/tools/ant/taskdefs/cvslib/RedirectingStreamHandler.java,67,4
kohsuke,core/src/main/java/hudson/util/Protector.java,67,4
kohsuke,core/src/main/resources/hudson/model/AbstractProject/configure-common.jelly,67,1
kohsuke,core/src/main/resources/hudson/model/Fingerprint/index.jelly,67,5
kohsuke,core/src/main/resources/lib/hudson/executors.jelly,67,19
redsolo,test/src/test/java/hudson/pages/SystemConfigurationTestCase.java,67,2
kohsuke,core/src/main/java/hudson/maven/MavenListener.java,66,1
kohsuke,core/src/main/resources/lib/hudson/project/matrix.jelly,66,5
kohsuke,test/src/main/preset-data/svn-repo/hooks/pre-revprop-change.tmpl,66,1
redsolo,core/src/test/resources/hudson/tasks/junit/junit-report-1463.xml,66,1
kohsuke,core/src/main/java/hudson/scheduler/CronTabList.java,65,4
kohsuke,core/src/main/java/hudson/security/ChainedServletFilter.java,65,2
kohsuke,test/src/main/preset-data/svn-repo/hooks/start-commit.tmpl,65,1
swiest,war/resources/env-vars_de.html,65,2
elefevre,war/resources/env-vars_fr.html,64,1
elefevre,war/resources/help/project-config/timer-format_fr.html,64,3
kohsuke,core/src/main/java/hudson/security/LegacySecurityRealm.java,64,9
kohsuke,core/src/main/java/hudson/util/RobustCollectionConverter.java,64,4
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/configure-entries.jelly,64,19
kohsuke,core/src/main/resources/lib/form/editableComboBox.jelly,64,2
kohsuke,release.sh,64,41
kohsuke,remoting/src/main/java/hudson/remoting/ObjectInputStreamEx.java,64,2
kohsuke,test/src/main/preset-data/svn-repo/hooks/pre-lock.tmpl,64,1
redsolo,core/src/main/java/hudson/model/ListView.java,64,2
kohsuke,core/src/main/java/hudson/model/AbstractModelObject.java,63,7
kohsuke,core/src/main/java/hudson/model/ManagementLink.java,63,3
kohsuke,core/src/main/java/hudson/util/CharSpool.java,63,2
kohsuke,core/src/main/java/hudson/util/DescriptorList.java,63,4
kohsuke,remoting/src/main/java/hudson/remoting/VirtualChannel.java,63,2
swiest,core/src/main/resources/hudson/tasks/Messages_de.properties,63,4
kohsuke,core/src/main/java/hudson/maven/MavenReporterDescriptor.java,62,6
kohsuke,core/src/main/java/hudson/model/ParameterizedProjectTask.java,62,2
kohsuke,core/src/main/java/hudson/scm/SCMDescriptor.java,62,3
kohsuke,core/src/main/java/hudson/security/HudsonAuthenticationEntryPoint.java,62,2
kohsuke,core/src/main/resources/hudson/model/Api/index.jelly,62,9
kohsuke,war/resources/env-vars.html,62,8
oguzdag,war/resources/env-vars_tr.html,62,1
kohsuke,core/src/main/java/hudson/maven/MavenRedeployer.java,61,2
kohsuke,core/src/main/java/hudson/util/RingBufferLogHandler.java,61,2
kohsuke,core/src/main/resources/hudson/PluginManager/advanced.jelly,61,5
kohsuke,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/_entryForm.jelly,61,1
kohsuke,remoting/src/main/java/hudson/remoting/AsyncFutureImpl.java,61,1
kohsuke,test/src/main/preset-data/svn-repo/hooks/pre-unlock.tmpl,61,1
elefevre,core/src/main/resources/hudson/tasks/Messages_fr.properties,60,10
kohsuke,core/src/main/java/hudson/maven/reporters/MavenAggregatedArtifactRecord.java,60,4
kohsuke,core/src/main/java/hudson/model/TaskListener.java,60,4
kohsuke,core/src/main/java/hudson/scm/AbstractCVSFamilySCM.java,60,6
kohsuke,core/src/main/resources/hudson/tasks/Messages.properties,60,14
kohsuke,core/src/main/resources/lib/layout/task.jelly,60,7
kohsuke,test/src/test/java/hudson/model/HudsonTest.java,60,3
redsolo,test/src/test/java/hudson/model/UserTestCase.java,60,1
sogabe,war/resources/env-vars_ja.html,60,2
kohsuke,core/src/main/resources/hudson/PluginManager/table.jelly,59,5
kohsuke,debian/manpage.1.ex,59,1
kohsuke,maven-interceptor/src/main/java/hudson/maven/agent/PluginManagerListener.java,59,7
kohsuke,remoting/src/test/java/hudson/remoting/RmiTestBase.java,59,4
kohsuke,test/src/test/java/hudson/bugs/JnlpAccessWithSecuredHudsonTest.java,59,2
kohsuke,war/resources/scripts/yui/dom-min.js,59,3
redsolo,core/src/main/java/hudson/tasks/Mailer.java,59,1
stephenconnolly,core/src/main/java/hudson/model/Node.java,59,5
bagrehc,core/src/main/resources/hudson/tasks/Messages_pt_BR.properties,58,1
jazzjack,core/src/main/resources/hudson/tasks/Messages_ru.properties,58,1
kohsuke,core/src/main/java/hudson/model/StringParameterDefinition.java,58,2
kohsuke,maven-interceptor/src/main/java/hudson/maven/agent/ComponentInterceptor.java,58,1
kohsuke,test/src/test/java/org/jvnet/hudson/main/HudsonTestCase.java,58,2
kohsuke,war/resources/WEB-INF/security/LDAPBindSecurityRealm.groovy,58,10
masanobuimai,war/resources/help/project-config/timer-format_ja.html,58,1
oguzdag,core/src/main/resources/hudson/tasks/Messages_tr.properties,58,4
sorokh,core/src/main/resources/hudson/tasks/Messages_nl.properties,58,1
swiest,war/resources/help/project-config/timer-format_de.html,58,1
bagrehc,war/resources/help/project-config/timer-format_pt_BR.html,57,1
elefevre,war/resources/help/system-config/master-slave/jnlpSecurity_fr.html,57,2
jazzjack,war/resources/help/project-config/timer-format_ru.html,57,1
kohsuke,core/src/main/java/hudson/maven/reporters/SurefireAggregatedReport.java,57,3
kohsuke,core/src/main/java/hudson/model/JobPropertyDescriptor.java,57,4
kohsuke,core/src/main/java/hudson/security/LegacyAuthorizationStrategy.java,57,7
kohsuke,core/src/main/java/hudson/tasks/junit/TestObject.java,57,8
kohsuke,core/src/main/resources/hudson/maven/MavenBuild/executedMojos.jelly,57,5
kohsuke,test/src/main/java/org/jvnet/hudson/test/recipes/LocalData.java,57,1
kohsuke,test/src/main/preset-data/svn-repo/hooks/post-revprop-change.tmpl,57,1
kohsuke,war/resources/help/project-config/timer-format.html,57,3
kohsuke,war/resources/scripts/yui/logger/assets/logger.css,57,2
oguzdag,war/resources/help/project-config/timer-format_tr.html,57,3
kohsuke,core/src/main/java/hudson/maven/MavenAggregatedReport.java,56,3
kohsuke,core/src/main/java/hudson/util/Service.java,56,1
kohsuke,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body.jelly,56,3
jbq,core/src/main/java/hudson/DependencyRunner.java,55,1
kohsuke,core/src/main/java/hudson/maven/EmbedderLoggerImpl.java,55,2
kohsuke,core/src/main/java/hudson/security/FullControlOnceLoggedInAuthorizationStrategy.java,55,2
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSetBuild/main.jelly,55,6
kohsuke,core/src/main/resources/hudson/scm/SubversionSCM/DescriptorImpl/enterCredential.jelly,55,7
kohsuke,lib/importDeps.sh,55,4
kohsuke,war/resources/scripts/yui/logger/assets/skins/sam/logger-skin.css,55,2
swiest,war/resources/help/system-config/master-slave/command_de.html,55,1
elefevre,war/resources/help/system-config/master-slave/command_fr.html,54,3
kohsuke,core/src/main/java/hudson/lifecycle/Lifecycle.java,54,1
kohsuke,core/src/main/java/hudson/model/PeriodicWork.java,54,5
kohsuke,core/src/main/resources/lib/hudson/queue.jelly,54,18
kohsuke,remoting/src/main/java/hudson/remoting/Response.java,54,3
kohsuke,war/resources/scripts/yui/tabview/assets/border_tabs.css,54,2
bagrehc,war/resources/help/system-config/master-slave/command_pr_BR.html,53,1
kohsuke,core/src/main/java/hudson/FileSystemProvisionerDescriptor.java,53,2
kohsuke,core/src/main/java/hudson/maven/Name.java,53,1
kohsuke,core/src/main/java/hudson/model/FileParameterValue.java,53,1
kohsuke,core/src/main/java/hudson/model/ItemGroupMixIn.java,53,1
kohsuke,core/src/main/java/hudson/model/ItemLoader.java,53,2
kohsuke,core/src/main/java/hudson/scm/AutoBrowserHolder.java,53,2
kohsuke,core/src/main/java/hudson/scm/NullSCM.java,53,15
kohsuke,core/src/main/java/hudson/scm/SubversionChangeLogParser.java,53,5
kohsuke,core/src/main/java/hudson/security/AccessDeniedHandlerImpl.java,53,1
kohsuke,core/src/main/java/hudson/slaves/SlaveStartMethod.java,53,4
kohsuke,core/src/main/java/hudson/tasks/BatchFile.java,53,4
kohsuke,core/src/main/java/hudson/util/RetrotranslatorEnumConverter.java,53,3
kohsuke,core/src/main/resources/hudson/tasks/Fingerprinter/FingerprintAction/index.jelly,53,3
kohsuke,war/resources/WEB-INF/SecurityFilters.groovy,53,2
kohsuke,war/resources/help/system-config/master-slave/command.html,53,4
redsolo,core/src/test/java/hudson/tasks/junit/SuiteResultTest.java,53,1
stephenconnolly,core/src/main/resources/lib/hudson/projectView.jelly,53,5
kohsuke,core/src/main/java/hudson/api/Exposed.java,52,3
kohsuke,core/src/main/java/hudson/maven/reporters/ReportAction.java,52,3
kohsuke,core/src/main/java/hudson/security/AuthenticationProcessingFilter2.java,52,4
kohsuke,core/src/main/java/hudson/tasks/BuildStepDescriptor.java,52,3
kohsuke,core/src/main/java/hudson/util/CopyOnWriteMap.java,52,2
kohsuke,core/src/main/resources/hudson/model/Computer/index.jelly,52,21
kohsuke,core/src/main/resources/hudson/scm/SCM/project-changes.jelly,52,2
kohsuke,push-m2-repo.rb,52,9
kohsuke,test/src/test/java/hudson/bugs/LoginRedirectTest.java,52,1
dvrzalik,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary.jelly,51,6
elefevre,war/resources/help/system-config/master-slave/availability_fr.html,51,2
jazzjack,war/resources/help/system-config/master-slave/command_ru.html,51,1
jazzjack,war/resources/help/system-config/master-slave/jnlpSecurity_ru.html,51,1
kohsuke,core/bin/slave,51,1
kohsuke,core/src/main/java/hudson/FeedAdapter.java,51,7
kohsuke,core/src/main/java/hudson/StructuredForm.java,51,8
kohsuke,core/src/main/java/hudson/maven/MavenBuildProxy2.java,51,3
kohsuke,core/src/main/java/hudson/model/ItemGroup.java,51,6
kohsuke,core/src/main/java/hudson/org/apache/tools/ant/taskdefs/cvslib/RedirectingOutputStream.java,51,1
kohsuke,core/src/main/java/hudson/util/MultipartFormDataParser.java,51,2
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/configure.jelly,51,10
kohsuke,core/src/main/resources/hudson/slaves/SlaveComputer/slave-agent.jnlp.jelly,51,7
kohsuke,core/src/test/java/hudson/MarkupTextTest.java,51,3
kohsuke,test/src/main/preset-data/svn-repo/hooks/post-commit.tmpl,51,1
kohsuke,war/resources/WEB-INF/slave,51,3
kohsuke,core/src/main/java/hudson/WorkspaceSnapshot.java,50,2
kohsuke,core/src/main/java/hudson/node_monitors/ArchitectureMonitor.java,50,1
kohsuke,core/src/main/java/hudson/node_monitors/ClockMonitor.java,50,6
kohsuke,core/src/main/java/hudson/tasks/junit/XMLEntityResolver.java,50,5
kohsuke,core/src/main/resources/hudson/model/ComputerSet/index.jelly,50,8
kohsuke,core/src/main/resources/hudson/model/Hudson/log.jelly,50,8
kohsuke,core/src/main/resources/hudson/tasks/test/AggregatedTestResultPublisher/TestResultAction/index.jelly,50,2
kohsuke,remoting/src/main/java/hudson/remoting/jnlp/GuiListener.java,50,1
kohsuke,test/src/main/java/org/jvnet/hudson/test/FailureBuilder.java,50,1
kohsuke,test/src/main/java/org/jvnet/hudson/test/rhino/JavaScriptDebugger.java,50,1
kohsuke,war/resources/scripts/yui/autocomplete/assets/skins/sam/autocomplete-skin.css,50,2
bagrehc,war/resources/help/system-config/master-slave/jnlpSecurity_pt_BR.html,49,1
dwdyer,core/src/main/java/hudson/Util.java,49,4
kohsuke,core/src/main/java/hudson/model/FileParameterDefinition.java,49,1
kohsuke,core/src/main/java/hudson/util/OneShotEvent.java,49,1
kohsuke,core/src/main/resources/hudson/model/UpdateCenter/index.jelly,49,4
kohsuke,core/src/main/resources/hudson/scm/SubversionChangeLogSet/digest.jelly,49,5
kohsuke,core/src/main/java/hudson/security/LegacyAuthenticationProcessingFilterEntryPoint.java,48,3
kohsuke,core/src/main/java/hudson/util/DataSetBuilder.java,48,1
kohsuke,core/src/main/resources/hudson/model/Job/configure.jelly,48,20
kohsuke,test/src/main/java/org/jvnet/hudson/test/recipes/Recipe.java,48,2
oguzdag,war/resources/help/system-config/master-slave/command_tr.html,48,1
redsolo,core/src/main/java/hudson/PluginWrapper.java,48,2
huybrechts,core/src/main/java/hudson/PluginManager.java,47,1
kohsuke,core/src/main/java/hudson/PermalinkList.java,47,1
kohsuke,core/src/main/java/hudson/model/listeners/ItemListener.java,47,2
kohsuke,core/src/main/java/hudson/scm/SubversionWorkspaceSelector.java,47,1
kohsuke,core/src/main/java/hudson/security/RememberMeServicesProxy.java,47,1
kohsuke,core/src/main/resources/hudson/model/Hudson/loggerList.jelly,47,2
kohsuke,core/src/main/resources/hudson/model/Slave/ComputerImpl/slave-agent.jnlp.jelly,47,12
kohsuke,core/src/main/resources/hudson/tasks/Mailer/global.jelly,47,7
kohsuke,core/src/test/java/hudson/util/QuotedStringTokenizerTest.java,47,1
kohsuke,remoting/src/main/java/hudson/remoting/Command.java,47,3
kohsuke,test/src/main/preset-data/svn-repo/conf/svnserve.conf,47,1
kohsuke,core/src/main/java/hudson/model/TopLevelItemDescriptor.java,46,3
kohsuke,core/src/main/resources/hudson/model/DirectoryHolder/dir.jelly,46,1
kohsuke,core/src/main/resources/hudson/model/Job/buildTimeTrend.jelly,46,9
kohsuke,core/src/main/resources/hudson/widgets/HistoryWidget/entry.jelly,46,5
kohsuke,core/src/main/resources/lib/hudson/buildListTable.jelly,46,3
