Author,File Name,Number of Edits,Author Edits/Commits on the file 
kohsuke,core/src/main/resources/hudson/tasks/Ant/config_ja.properties,6,2
kohsuke,core/src/main/resources/hudson/tasks/BatchFile/config.jelly,6,2
kohsuke,core/src/main/resources/hudson/tasks/Mailer/UserProperty/config.jelly,6,2
kohsuke,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary.jelly,6,5
kohsuke,core/src/main/resources/hudson/util/IncompatibleAntVersionDetected/index.properties,6,1
kohsuke,core/src/main/resources/lib/form/checkbox.jelly,6,5
kohsuke,core/src/main/resources/lib/form/editableComboBoxValue.jelly,6,1
kohsuke,core/src/main/resources/lib/form/submit.jelly,6,1
kohsuke,core/src/main/resources/lib/hudson/projectView_ja.properties,6,4
kohsuke,debian/README,6,1
kohsuke,lib/commons-jelly/poms/commons-jelly-tags-define-1.0.1-hudson-20061106.pom,6,2
kohsuke,lib/groovy/poms/groovy-all-1.0-jsr-06.pom,6,1
kohsuke,lib/winstone/poms/winstone-0.9.6.pom,6,1
kohsuke,lib/winstone/poms/winstone-0.9.8.pom,6,1
kohsuke,lib/winstone/poms/winstone-0.9.9.pom,6,1
kohsuke,test/src/test/resources/hudson/model/HudsonTest/testSimpleConfigSubmit/hudson.tasks.Mailer.xml,6,1
kohsuke,war/.cvsignore,6,4
kohsuke,war/resources/help/_cvs/update.html,6,1
kohsuke,war/resources/help/maven/module-goals.html,6,1
kohsuke,war/resources/help/security/private-realm.html,6,3
kohsuke,war/resources/help/system-config/quietPeriod.html,6,1
kohsuke,war/resources/help/tasks/artifactArchiver/includes.html,6,1
kohsuke,war/resources/help/tasks/mailer/default-suffix.html,6,1
kohsuke,war/resources/scripts/yui/treeview/assets/treeview-core.css,6,2
masanobuimai,war/resources/help/view-config/description_ja.html,6,1
oguzdag,core/src/main/resources/hudson/maven/MavenModuleSet/disabled_tr.properties,6,5
oguzdag,core/src/main/resources/hudson/model/Fingerprint/index_tr.properties,6,5
oguzdag,core/src/main/resources/hudson/model/Job/index_tr.properties,6,3
oguzdag,core/src/main/resources/hudson/model/Slave/ComputerImpl/sidepanel_tr.properties,6,1
oguzdag,core/src/main/resources/hudson/scm/CVSSCM/TagAction/tagForm_tr.properties,6,1
oguzdag,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/_entryForm_tr.properties,6,1
oguzdag,core/src/main/resources/hudson/slaves/Messages_tr.properties,6,1
oguzdag,core/src/main/resources/hudson/tasks/Ant/config_tr.properties,6,3
oguzdag,core/src/main/resources/hudson/util/DoubleLaunchChecker/index_tr.properties,6,4
oguzdag,war/resources/help/maven/module-goals_tr.html,6,3
oguzdag,war/resources/help/scm-browsers/fisheye-svn/root-module_tr.html,6,2
oguzdag,war/resources/help/system-config/master-slave/clock_tr.html,6,1
oguzdag,war/resources/help/system-config/quietPeriod_tr.html,6,1
oguzdag,war/resources/help/tasks/artifactArchiver/excludes_tr.html,6,1
oguzdag,war/resources/help/tasks/artifactArchiver/includes_tr.html,6,1
oguzdag,war/resources/help/user/description_tr.html,6,1
redsolo,core/src/main/java/hudson/model/User.java,6,1
redsolo,core/src/main/resources/hudson/model/ListView/configure.jelly,6,1
sogabe,core/src/main/resources/hudson/model/Computer/index_ja.properties,6,2
sogabe,core/src/main/resources/hudson/model/Fingerprint/index_ja.properties,6,2
sogabe,core/src/main/resources/hudson/scm/CVSSCM/TagAction/tagForm_ja.properties,6,1
sogabe,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/_entryForm_ja.properties,6,1
sogabe,core/src/main/resources/hudson/security/LDAPSecurityRealm/config_ja.properties,6,2
sogabe,core/src/main/resources/hudson/slaves/Messages_ja.properties,6,1
sogabe,core/src/main/resources/hudson/tasks/LogRotator/config_ja.properties,6,1
sogabe,core/src/main/resources/hudson/tasks/junit/Messages.properties,6,1
sogabe,core/src/main/resources/hudson/tasks/junit/Messages_ja.properties,6,1
sogabe,core/src/main/resources/lib/hudson/scriptConsole.properties,6,1
sogabe,war/resources/help/maven/root-pom_ja.html,6,1
sogabe,war/resources/help/system-config/master-slave/slave-agent-port_ja.html,6,1
sogabe,war/resources/help/tasks/artifactArchiver/includes_ja.html,6,1
sorokh,core/src/main/resources/hudson/maven/MavenModuleSet/configure-entries_nl.properties,6,1
sorokh,core/src/main/resources/hudson/model/Slave/ComputerImpl/sidepanel_nl.properties,6,1
sorokh,core/src/main/resources/hudson/scm/CVSSCM/TagAction/tagForm_nl.properties,6,1
sorokh,core/src/main/resources/hudson/tasks/Ant/config_nl.properties,6,1
sorokh,core/src/main/resources/hudson/tasks/Fingerprinter/config_nl.properties,6,1
sorokh,war/resources/help/_cvs/branch_nl.html,6,1
sorokh,war/resources/help/view-config/description_nl.html,6,1
stephenconnolly,core/src/main/resources/hudson/model/Slave/CommandStartMethod/config.jelly,6,1
stephenconnolly,core/src/main/resources/hudson/slaves/Messages.properties,6,5
swiest,core/src/main/resources/hudson/maven/MavenModuleSet/disabled_de.properties,6,1
swiest,core/src/main/resources/hudson/model/ExternalJob/newJobDetail_de.properties,6,2
swiest,core/src/main/resources/hudson/model/Job/index_de.properties,6,2
swiest,core/src/main/resources/hudson/scm/CVSSCM/TagAction/tagForm_de.properties,6,1
swiest,core/src/main/resources/hudson/scm/CVSSCM/config_de.properties,6,3
swiest,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/index_de.properties,6,1
swiest,core/src/main/resources/hudson/slaves/Messages_de.properties,6,1
swiest,core/src/main/resources/hudson/slaves/SlaveComputer/sidepanel_de.properties,6,1
swiest,core/src/main/resources/hudson/tasks/Ant/config_de.properties,6,1
swiest,core/src/main/resources/hudson/tasks/junit/JUnitResultArchiver/config_de.properties,6,1
swiest,core/src/main/resources/hudson/tasks/test/Messages_de.properties,6,2
swiest,war/resources/help/_cvs/cvs-rsh_de.html,6,1
swiest,war/resources/help/_cvs/tagAll_de.html,6,1
swiest,war/resources/help/_cvs/update_de.html,6,1
swiest,war/resources/help/ant/ant-buildfile_de.html,6,1
swiest,war/resources/help/maven/goals_de.html,6,1
swiest,war/resources/help/security/private-realm_de.html,6,1
swiest,war/resources/help/subversion/local_de.html,6,1
swiest,war/resources/help/system-config/master-slave/clock_de.html,6,1
swiest,war/resources/help/tasks/artifactArchiver/excludes_de.html,6,1
swiest,war/resources/help/tasks/artifactArchiver/includes_de.html,6,1
swiest,war/resources/help/user/description_de.html,6,1
swiest,war/resources/help/user/fullName_de.html,6,1
swiest,war/resources/help/view-config/description_de.html,6,1
vsizikov,core/src/main/java/hudson/tasks/Mailer.java,6,1
bagrehc,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index_pt_BR.properties,5,2
bagrehc,core/src/main/resources/hudson/model/ExternalJob/newJobDetail_pt_BR.properties,5,3
bagrehc,core/src/main/resources/hudson/model/Hudson/login_pt_BR.properties,5,2
bagrehc,core/src/main/resources/hudson/model/Job/buildTimeTrend_pt_BR.properties,5,2
bagrehc,core/src/main/resources/hudson/model/Job/index_pt_BR.properties,5,2
bagrehc,core/src/main/resources/hudson/scm/CVSSCM/config_pt_BR.properties,5,2
bagrehc,core/src/main/resources/hudson/security/AuthorizationMatrixProperty/config_pt_BR.properties,5,1
bagrehc,core/src/main/resources/hudson/tasks/Fingerprinter/FingerprintAction/index_pt_BR.properties,5,2
bagrehc,core/src/main/resources/hudson/tasks/junit/JUnitResultArchiver/config_pt_BR.properties,5,1
bagrehc,core/src/main/resources/hudson/util/IncompatibleServletVersionDetected/index_pt_BR.properties,5,2
bagrehc,core/src/main/resources/hudson/util/NoTempDir/index_pt_BR.properties,5,2
bagrehc,war/resources/help/_cvs/cvs-rsh_pt_BR.html,5,1
bagrehc,war/resources/help/_cvs/cvsexe_pt_BR.html,5,1
bagrehc,war/resources/help/_cvs/tagAll_pt_BR.html,5,1
bagrehc,war/resources/help/ant/ant-buildfile_pt_BR.html,5,1
bagrehc,war/resources/help/ant/ant-opts_pt_BR.html,5,1
bagrehc,war/resources/help/maven/goals_pt_BR.html,5,1
bagrehc,war/resources/help/scm-browsers/collabnet-svn/url_pt_BR.html,5,1
bagrehc,war/resources/help/scm-browsers/sventon/repository-instance_pt_BR.html,5,1
bagrehc,war/resources/help/scm-browsers/sventon/url_pt_BR.html,5,1
bagrehc,war/resources/help/security/ldap/server_pt_BR.html,5,1
bagrehc,war/resources/help/security/legacy-auth-strategy_pt_BR.html,5,1
bagrehc,war/resources/help/subversion/local_pt_BR.html,5,1
bagrehc,war/resources/help/system-config/systemMessage_pt_BR.html,5,1
bagrehc,war/resources/help/tasks/artifactArchiver/excludes_pt_BR.html,5,1
bagrehc,war/resources/help/tasks/mailer/admin-address_pt_BR.html,5,1
bagrehc,war/resources/help/user/description_pt_BR.html,5,1
bagrehc,war/resources/help/user/fullName_pt_BR.html,5,1
bagrehc,war/resources/help/view-config/description_pt_BR.html,5,1
cactusman,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index_ja.properties,5,1
cactusman,core/src/main/resources/hudson/model/ExternalJob/newJobDetail.properties,5,1
cactusman,core/src/main/resources/hudson/model/Job/index_ja.properties,5,1
cactusman,core/src/main/resources/hudson/model/ListView/configure_ja.properties,5,2
cactusman,core/src/main/resources/hudson/model/View/newJob_ja.properties,5,1
cactusman,core/src/main/resources/hudson/tasks/Fingerprinter/FingerprintAction/index_ja.properties,5,1
cactusman,core/src/main/resources/hudson/tasks/test/Messages.properties,5,2
cactusman,core/src/main/resources/lib/hudson/queue_ko.properties,5,1
cactusman,war/resources/help/subversion/local_ja.html,5,1
dwdyer,core/src/main/java/hudson/tasks/junit/TabulatedResult.java,5,1
dwdyer,war/resources/help/scm-browsers/collabnet-svn/url.html,5,1
elefevre,core/src/main/resources/hudson/PluginManager/table_fr.properties,5,1
elefevre,core/src/main/resources/hudson/lifecycle/WindowsInstallerLink/_restart_fr.properties,5,1
elefevre,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index_fr.properties,5,2
elefevre,core/src/main/resources/hudson/model/AbstractItem/configure-common_fr.properties,5,5
elefevre,core/src/main/resources/hudson/model/ExternalJob/newJobDetail_fr.properties,5,4
elefevre,core/src/main/resources/hudson/model/Hudson/login_fr.properties,5,3
elefevre,core/src/main/resources/hudson/model/Job/buildTimeTrend_fr.properties,5,1
elefevre,core/src/main/resources/hudson/model/ListView/configure_fr.properties,5,2
elefevre,core/src/main/resources/hudson/scm/SubversionChangeLogSet/digest_fr.properties,5,2
elefevre,core/src/main/resources/hudson/scm/SubversionTagAction/tagForm_fr.properties,5,2
elefevre,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/index_fr.properties,5,1
elefevre,core/src/main/resources/hudson/tasks/test/TestResultProjectAction/floatingBox_fr.properties,5,2
elefevre,core/src/main/resources/lib/hudson/rssBar_fr.properties,5,4
elefevre,war/resources/help/maven/goals_fr.html,5,1
elefevre,war/resources/help/project-config/description_fr.html,5,2
elefevre,war/resources/help/scm-browsers/collabnet-svn/url_fr.html,5,3
elefevre,war/resources/help/subversion/pass-phrase_fr.html,5,2
elefevre,war/resources/help/system-config/quietPeriod_fr.html,5,2
elefevre,war/resources/help/tasks/artifactArchiver/excludes_fr.html,5,1
elefevre,war/resources/help/tasks/mailer/smtpAuth_fr.html,5,1
elefevre,war/resources/help/user/fullName_fr.html,5,2
hwellmann,core/src/main/resources/hudson/PluginManager/advanced_de.properties,5,1
hwellmann,core/src/main/resources/hudson/PluginManager/table_de.properties,5,1
hwellmann,core/src/main/resources/hudson/model/Hudson/fingerprintCheck_de.properties,5,1
jazzjack,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index_ru.properties,5,1
jazzjack,core/src/main/resources/hudson/model/Hudson/login_ru.properties,5,1
jazzjack,core/src/main/resources/hudson/model/Hudson/noJob_ru.properties,5,1
jazzjack,core/src/main/resources/hudson/model/Job/buildTimeTrend_ru.properties,5,1
jazzjack,core/src/main/resources/hudson/model/ListView/configure_ru.properties,5,2
jazzjack,core/src/main/resources/hudson/util/NoTempDir/index_ru.properties,5,1
jazzjack,war/resources/help/_cvs/cvsexe_ru.html,5,1
jazzjack,war/resources/help/_cvs/tagAll_ru.html,5,1
jazzjack,war/resources/help/ant/ant-targets_ru.html,5,1
jazzjack,war/resources/help/maven/goals_ru.html,5,1
jazzjack,war/resources/help/maven/module-goals_ru.html,5,1
jazzjack,war/resources/help/scm-browsers/collabnet-svn/url_ru.html,5,1
jazzjack,war/resources/help/scm-browsers/sventon/repository-instance_ru.html,5,1
jazzjack,war/resources/help/security/ldap/server_ru.html,5,1
jazzjack,war/resources/help/security/legacy-auth-strategy_ru.html,5,1
jazzjack,war/resources/help/security/private-realm_ru.html,5,1
jazzjack,war/resources/help/subversion/local_ru.html,5,1
jazzjack,war/resources/help/system-config/master-slave/clock_ru.html,5,1
jazzjack,war/resources/help/system-config/quietPeriod_ru.html,5,1
jazzjack,war/resources/help/system-config/systemMessage_ru.html,5,1
jazzjack,war/resources/help/tasks/artifactArchiver/excludes_ru.html,5,1
jazzjack,war/resources/help/tasks/mailer/admin-address_ru.html,5,1
jazzjack,war/resources/help/user/description_ru.html,5,1
jazzjack,war/resources/help/user/fullName_ru.html,5,1
jbq,core/src/main/java/hudson/model/AbstractProject.java,5,4
jglick,core/src/main/java/hudson/PluginWrapper.java,5,1
jglick,core/src/main/java/hudson/model/Hudson.java,5,3
jjasper,war/resources/help/shell/shellexe.html,5,1
jjasper,war/resources/help/shell/shellexe_nl.html,5,1
jjasper,war/resources/help/shell/shellexe_pt_BR.html,5,1
kohsuke,core/src/main/java/hudson/scheduler/package.html,5,1
kohsuke,core/src/main/java/hudson/security/package.html,5,1
kohsuke,core/src/main/java/hudson/slaves/package.html,5,1
kohsuke,core/src/main/java/hudson/tasks/test/package.html,5,1
kohsuke,core/src/main/resources/hudson/maven/MavenBuild/actions.jelly,5,2
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/modules_de.properties,5,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/modules_fr.properties,5,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail.jelly,5,2
kohsuke,core/src/main/resources/hudson/model/AgentSlave/config.jelly,5,1
kohsuke,core/src/main/resources/hudson/model/Hudson/_script.jelly,5,5
kohsuke,core/src/main/resources/hudson/model/Hudson/configure.properties,5,1
kohsuke,core/src/main/resources/hudson/model/Hudson/login_ja.properties,5,3
kohsuke,core/src/main/resources/hudson/model/Job/buildTimeTrend_ja.properties,5,1
kohsuke,core/src/main/resources/hudson/model/Messages_fr.properties,5,2
kohsuke,core/src/main/resources/hudson/model/Messages_ja.properties,5,3
kohsuke,core/src/main/resources/hudson/model/Project/newJobDetail.jelly,5,1
kohsuke,core/src/main/resources/hudson/model/Run/consoleText.jelly,5,3
kohsuke,core/src/main/resources/hudson/scm/browsers/ViewCVS/config.jelly,5,2
kohsuke,core/src/main/resources/hudson/scm/browsers/ViewSVN/config.jelly,5,2
kohsuke,core/src/main/resources/hudson/scm/browsers/WebSVN/config.jelly,5,1
kohsuke,core/src/main/resources/hudson/security/AuthorizationMatrixProperty/config.jelly,5,4
kohsuke,core/src/main/resources/hudson/slaves/JNLPLauncher/config.jelly,5,1
kohsuke,core/src/main/resources/hudson/tasks/Maven/global_ja.properties,5,1
kohsuke,core/src/main/resources/hudson/tasks/Shell/config.jelly,5,3
kohsuke,core/src/main/resources/hudson/tasks/junit/CaseResult/index.properties,5,1
kohsuke,core/src/main/resources/hudson/tasks/junit/JUnitResultArchiver/config.properties,5,1
kohsuke,core/src/main/resources/hudson/triggers/SCMTrigger/config.jelly,5,4
kohsuke,core/src/main/resources/hudson/triggers/TimerTrigger/config.jelly,5,5
kohsuke,core/src/main/resources/hudson/util/DoubleLaunchChecker/index.properties,5,1
kohsuke,core/src/main/resources/lib/hudson/queue_ja.properties,5,1
kohsuke,core/src/main/resources/lib/layout/header.jelly,5,1
kohsuke,core/src/main/resources/lib/layout/isAdmin.jelly,5,2
kohsuke,core/src/main/resources/lib/layout/main-panel.jelly,5,1
kohsuke,core/src/main/resources/lib/layout/side-panel.jelly,5,1
kohsuke,maven-agent/.cvsignore,5,2
kohsuke,maven-interceptor/.cvsignore,5,2
kohsuke,remoting/.cvsignore,5,2
kohsuke,remoting/src/main/java/hudson/remoting/CloseCommand.java,5,2
kohsuke,remoting/src/main/java/hudson/remoting/EngineListener.java,5,1
kohsuke,test/src/main/preset-data/readme.txt,5,1
kohsuke,test/src/main/preset-data/svn-repo/db/revprops/0/0,5,1
kohsuke,test/src/test/resources/hudson/model/HudsonTest/testSimpleConfigSubmit/hudson.triggers.SCMTrigger.xml,5,1
kohsuke,war/images/.cvsignore,5,1
kohsuke,war/images/scrollbar/test.html,5,1
kohsuke,war/resources/help/_cvs/cvs-rsh.html,5,1
kohsuke,war/resources/help/_cvs/cvsexe.html,5,2
kohsuke,war/resources/help/_cvs/tagAll.html,5,1
kohsuke,war/resources/help/ant/ant-buildfile.html,5,1
kohsuke,war/resources/help/ant/ant-opts.html,5,3
kohsuke,war/resources/help/security/legacy-auth-strategy.html,5,1
kohsuke,war/resources/help/subversion/local.html,5,1
kohsuke,war/resources/help/system-config/master-slave/clock.html,5,1
kohsuke,war/resources/help/system-config/systemMessage.html,5,1
kohsuke,war/resources/help/tasks/artifactArchiver/excludes.html,5,1
kohsuke,war/resources/help/tasks/mailer/admin-address.html,5,1
kohsuke,war/resources/help/user/description.html,5,1
kohsuke,war/resources/help/user/fullName.html,5,1
kohsuke,war/resources/help/view-config/description.html,5,1
kohsuke,war/resources/scripts/yui/animation/animation-debug.js,5,1
kohsuke,war/src/realm.properties,5,2
lucamilanesio,core/src/main/java/hudson/model/StringParameterValue.java,5,1
masanobuimai,war/resources/help/project-config/description_ja.html,5,1
masanobuimai,war/resources/help/view-config/includeregex_ja.html,5,1
oguzdag,core/src/main/resources/hudson/PluginManager/table_tr.properties,5,1
oguzdag,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index_tr.properties,5,3
oguzdag,core/src/main/resources/hudson/model/AbstractItem/configure-common_tr.properties,5,4
oguzdag,core/src/main/resources/hudson/model/ExternalJob/newJobDetail_tr.properties,5,4
oguzdag,core/src/main/resources/hudson/model/Hudson/login_tr.properties,5,3
oguzdag,core/src/main/resources/hudson/model/Job/buildTimeTrend_tr.properties,5,4
oguzdag,core/src/main/resources/hudson/model/ListView/configure_tr.properties,5,4
oguzdag,core/src/main/resources/hudson/scm/SubversionTagAction/tagForm_tr.properties,5,2
oguzdag,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/index_tr.properties,5,1
oguzdag,core/src/main/resources/hudson/util/NoTempDir/index_tr.properties,5,5
oguzdag,war/resources/help/_cvs/cvs-rsh_tr.html,5,1
oguzdag,war/resources/help/_cvs/cvsexe_tr.html,5,1
oguzdag,war/resources/help/_cvs/tagAll_tr.html,5,1
oguzdag,war/resources/help/_cvs/update_tr.html,5,1
oguzdag,war/resources/help/maven/goals_tr.html,5,1
oguzdag,war/resources/help/scm-browsers/collabnet-svn/url_tr.html,5,2
oguzdag,war/resources/help/scm-browsers/sventon/repository-instance_tr.html,5,2
oguzdag,war/resources/help/security/ldap/server_tr.html,5,1
oguzdag,war/resources/help/security/legacy-auth-strategy_tr.html,5,1
oguzdag,war/resources/help/system-config/systemMessage_tr.html,5,1
oguzdag,war/resources/help/tasks/mailer/admin-address_tr.html,5,1
oguzdag,war/resources/help/user/fullName_tr.html,5,1
oguzdag,war/resources/help/view-config/description_tr.html,5,1
rbair,core/src/test/java/hudson/UtilTest.java,5,1
redsolo,core/src/main/java/hudson/FilePath.java,5,1
redsolo,core/src/main/resources/hudson/model/ListView/noJob.jelly,5,1
redsolo,core/src/main/resources/hudson/tasks/Mailer/global.jelly,5,1
sogabe,core/src/main/resources/hudson/PluginManager/table_ja.properties,5,1
sogabe,core/src/main/resources/hudson/model/Hudson/fingerprintCheck.properties,5,1
sogabe,core/src/main/resources/hudson/model/Hudson/fingerprintCheck_ja.properties,5,1
sogabe,core/src/main/resources/hudson/scm/Messages_ja.properties,5,2
sogabe,core/src/main/resources/hudson/scm/SubversionTagAction/tagForm_ja.properties,5,2
sogabe,core/src/main/resources/hudson/security/AuthorizationMatrixProperty/config_ja.properties,5,1
sogabe,core/src/main/resources/hudson/slaves/JNLPLauncher/main.properties,5,1
sogabe,core/src/main/resources/lib/hudson/scriptConsole_ja.properties,5,1
sogabe,war/resources/help/_cvs/cvsexe_ja.html,5,2
sogabe,war/resources/help/_cvs/update_ja.html,5,1
sogabe,war/resources/help/ant/ant-buildfile_ja.html,5,2
sogabe,war/resources/help/ant/ant-opts_ja.html,5,2
sogabe,war/resources/help/maven/module-goals_ja.html,5,2
sogabe,war/resources/help/scm-browsers/collabnet-svn/url_ja.html,5,1
sogabe,war/resources/help/scm-browsers/sventon/repository-instance_ja.html,5,1
sogabe,war/resources/help/scm-browsers/sventon/url_ja.html,5,1
sogabe,war/resources/help/security/legacy-auth-strategy_ja.html,5,2
sogabe,war/resources/help/system-config/master-slave/clock_ja.html,5,1
sorokh,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_nl.properties,5,1
sorokh,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index_nl.properties,5,1
sorokh,core/src/main/resources/hudson/model/ExternalJob/newJobDetail_nl.properties,5,1
sorokh,core/src/main/resources/hudson/model/FreeStyleProject/newJobDetail_nl.properties,5,1
sorokh,core/src/main/resources/hudson/model/Hudson/login_nl.properties,5,1
sorokh,core/src/main/resources/hudson/model/Job/buildTimeTrend_nl.properties,5,1
sorokh,core/src/main/resources/hudson/model/Job/index_nl.properties,5,1
sorokh,core/src/main/resources/hudson/model/ListView/configure_nl.properties,5,1
sorokh,core/src/main/resources/hudson/scm/CVSSCM/config_nl.properties,5,1
sorokh,core/src/main/resources/hudson/tasks/Fingerprinter/FingerprintAction/index_nl.properties,5,1
sorokh,core/src/main/resources/hudson/tasks/junit/JUnitResultArchiver/config_nl.properties,5,1
sorokh,war/resources/help/_cvs/cvsexe_nl.html,5,1
sorokh,war/resources/help/view-config/includeregex_nl.html,5,1
stephenconnolly,war/resources/help/scm-browsers/sventon/repository-instance.html,5,1
stephenconnolly,war/resources/help/scm-browsers/sventon/url.html,5,1
swiest,core/src/main/resources/hudson/matrix/MatrixProject/newJobDetail_de.properties,5,2
swiest,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index_de.properties,5,1
swiest,core/src/main/resources/hudson/model/FreeStyleProject/newJobDetail_de.properties,5,1
swiest,core/src/main/resources/hudson/model/Hudson/login_de.properties,5,1
swiest,core/src/main/resources/hudson/model/Hudson/noJob_de.properties,5,2
swiest,core/src/main/resources/hudson/model/Job/buildTimeTrend_de.properties,5,1
swiest,core/src/main/resources/hudson/model/ListView/configure_de.properties,5,2
swiest,core/src/main/resources/hudson/util/NoTempDir/index_de.properties,5,1
swiest,war/resources/help/_cvs/cvsroot_de.html,5,1
swiest,war/resources/help/ant/ant-opts_de.html,5,1
swiest,war/resources/help/ant/ant-targets_de.html,5,1
swiest,war/resources/help/project-config/description_de.html,5,1
swiest,war/resources/help/scm-browsers/collabnet-svn/url_de.html,5,1
swiest,war/resources/help/scm-browsers/sventon/repository-instance_de.html,5,1
swiest,war/resources/help/scm-browsers/sventon/url_de.html,5,1
swiest,war/resources/help/security/legacy-auth-strategy_de.html,5,1
swiest,war/resources/help/subversion/pass-phrase_de.html,5,1
swiest,war/resources/help/system-config/systemMessage_de.html,5,1
vsizikov,core/src/main/java/hudson/Util.java,5,1
vsizikov,core/src/main/resources/hudson/model/Build/index.jelly,5,2
bagrehc,core/src/main/resources/hudson/PluginManager/tabBar_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/maven/MavenProbeAction/sidepanel_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/AbstractProject/main_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/Fingerprint/index_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/FreeStyleProject/newJobDetail_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/Hudson/noJob_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/Hudson/projectRelationship_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/Job/configure_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/Run/confirmDelete_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/model/User/sidepanel_pt_BR.properties,4,3
bagrehc,core/src/main/resources/hudson/model/View/sidepanel_pt_BR.properties,4,3
bagrehc,core/src/main/resources/hudson/scheduler/Messages_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/scm/CVSSCM/global_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/scm/SubversionTagAction/tagForm_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/security/GlobalMatrixAuthorizationStrategy/config_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/index_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/security/LDAPSecurityRealm/config_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/slaves/RetentionStrategy/Demand/config_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/tasks/Fingerprinter/config_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/tasks/LogRotator/config_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/tasks/Mailer/config_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/tasks/Maven/global_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/tasks/junit/ClassResult/body_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/tasks/test/Messages_pt_BR.properties,4,1
bagrehc,core/src/main/resources/hudson/tasks/test/TestResultProjectAction/floatingBox_pt_BR.properties,4,2
bagrehc,core/src/main/resources/hudson/widgets/HistoryWidget/index_pt_BR.properties,4,2
bagrehc,core/src/main/resources/lib/hudson/queue_pt_BR.properties,4,3
bagrehc,core/src/main/resources/lib/hudson/test-result_pt_BR.properties,4,2
bagrehc,war/resources/help/_cvs/cvsroot_pt_BR.html,4,1
bagrehc,war/resources/help/ant/ant-targets_pt_BR.html,4,1
bagrehc,war/resources/help/project-config/description_pt_BR.html,4,1
bagrehc,war/resources/help/scm-browsers/fisheye-cvs/url_pt_BR.html,4,1
bagrehc,war/resources/help/scm-browsers/fisheye-svn/url_pt_BR.html,4,1
bagrehc,war/resources/help/scm-browsers/viewcvs/url_pt_BR.html,4,1
bagrehc,war/resources/help/scm-browsers/viewsvn/url_pt_BR.html,4,1
bagrehc,war/resources/help/subversion/pass-phrase_pt_BR.html,4,1
bagrehc,war/resources/help/tasks/aggregate-test/manual-list_pt_BR.html,4,1
bagrehc,war/resources/help/tasks/mailer/smtpAuth_pt_BR.html,4,1
bagrehc,war/resources/help/view-config/includeregex_pt_BR.html,4,1
cactusman,core/src/main/java/hudson/tasks/test/AbstractTestResultAction.java,4,3
cactusman,core/src/main/resources/hudson/maven/MavenModuleSet/index.properties,4,2
cactusman,core/src/main/resources/hudson/maven/MavenModuleSet/newJobDetail.properties,4,1
cactusman,core/src/main/resources/hudson/maven/Messages.properties,4,3
cactusman,core/src/main/resources/hudson/model/ExternalJob/newJobDetail_ja.properties,4,1
cactusman,core/src/main/resources/hudson/model/FreeStyleProject/newJobDetail.properties,4,1
cactusman,core/src/main/resources/hudson/model/FreeStyleProject/newJobDetail_ja.properties,4,1
cactusman,core/src/main/resources/hudson/model/Hudson/noJob_ko.properties,4,1
